Team,First Name,Last Name,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch in Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on Run
Raiders,Joseph,Barksdale,RT,71,59,69,87,62,57,35,40,22,20,22,21,82,75,42,59,10,90,71,82,10,18,10,10,10,10,79,35,35,45,40,30,10,12,12,10,10,40,10,12,5,5,5,5,5
Raiders,Tyvon,Branch,SS,89,95,89,66,85,79,43,66,36,36,25,25,45,45,79,91,69,94,94,84,40,55,75,44,72,82,45,45,49,67,85,76,88,77,23,25,40,74,54,40,5,5,5,5,5
Raiders,Mike,Mitchell,SS,76,87,88,68,87,68,55,55,24,25,26,19,45,45,76,88,35,90,87,91,60,55,59,64,65,60,45,66,60,72,79,55,55,72,40,42,20,91,66,25,5,5,5,5,5
Raiders,Brandon,Myers,TE,71,72,76,72,74,67,73,71,40,35,23,22,65,54,52,75,10,90,82,82,67,55,56,68,74,66,68,10,10,44,60,33,17,31,67,77,66,35,25,75,20,15,15,10,10
Raiders,David,Ausberry,TE,67,87,83,73,82,48,74,70,35,30,25,15,55,49,44,88,40,75,85,74,72,55,62,74,66,65,64,10,10,30,49,18,18,25,81,74,62,15,15,82,15,10,5,5,10
Raiders,Richard,Gordon,TE,65,80,85,77,76,61,64,72,38,48,35,21,69,66,56,78,15,76,84,85,72,45,60,71,65,66,70,20,20,30,25,15,13,16,55,67,34,15,10,74,15,10,5,5,10
Raiders,Tory,Humphrey,TE,61,74,82,66,76,59,66,65,15,19,14,18,60,55,49,71,8,85,86,70,64,42,60,64,65,66,64,10,10,32,39,26,16,16,52,72,55,25,25,70,15,10,5,5,10
Raiders,Jon,Condo,TE,39,66,72,71,64,73,49,65,32,22,29,18,61,60,68,55,10,90,82,75,33,47,10,10,10,10,45,46,45,55,68,55,15,25,42,49,33,72,10,12,9,9,9,9,9
Raiders,Darrius,Heyward-Bey,WR,83,97,96,67,88,74,83,69,31,23,25,17,35,18,30,92,55,90,82,85,75,85,80,65,88,90,38,10,10,30,40,18,15,25,87,74,79,15,15,86,15,10,5,5,10
Raiders,Denarius,Moore,WR,80,94,95,54,96,70,84,66,29,25,15,24,25,24,25,96,45,85,90,64,55,93,76,45,74,85,30,10,10,27,17,13,19,26,95,75,77,15,15,74,15,10,5,5,10
Raiders,Jacoby,Ford,WR,75,98,97,45,96,70,79,64,35,30,30,30,22,21,20,88,87,80,89,75,52,93,77,32,92,94,35,10,10,20,35,20,10,35,88,74,70,12,15,58,15,10,5,5,10
Raiders,Louis,Murphy,WR,73,93,90,58,89,72,76,72,23,28,24,21,54,29,28,92,65,76,91,88,46,90,82,45,85,88,55,10,10,28,39,26,18,13,73,75,71,15,15,64,15,10,5,5,10
Raiders,Juron,Criner,WR,67,83,84,72,85,58,81,63,30,30,20,20,63,55,32,91,44,88,91,81,70,58,65,74,67,65,63,10,10,35,24,20,10,30,92,78,66,12,10,66,15,10,5,5,10
Raiders,Rod,Streater,WR,66,88,92,64,90,45,76,74,25,25,22,24,51,40,42,90,57,94,88,82,55,76,69,52,80,83,51,10,10,33,49,22,18,22,73,74,60,15,45,78,15,10,5,5,10
Raiders,Duke,Calhoun,WR,65,89,85,60,83,64,72,64,28,22,21,25,55,54,25,91,32,87,83,69,64,70,47,61,66,68,55,10,10,16,40,18,12,16,74,68,63,12,10,77,25,25,25,15,15
Raiders,Derek,Carrier,WR,59,89,94,56,91,36,75,73,29,23,15,19,53,42,34,90,40,88,83,75,68,61,68,63,72,74,54,10,10,25,33,25,21,25,77,72,42,35,50,75,15,10,5,5,10
Raiders,Eddie,McGee,WR,58,88,90,52,91,46,71,65,32,31,30,30,46,35,35,76,40,88,90,75,57,55,74,55,78,82,49,10,10,20,45,20,11,25,73,67,53,12,18,70,10,10,10,10,10
Raiders,Thomas,Mayo,WR,56,87,81,56,79,42,73,67,40,35,19,15,51,45,46,91,54,91,85,65,55,65,70,52,75,76,53,10,10,32,28,26,18,24,64,71,45,15,25,73,15,10,5,5,10
Rams,Scott,Wells,C,89,59,78,86,62,90,21,40,15,11,12,11,88,90,32,32,10,88,89,86,10,19,10,10,10,10,87,10,10,32,45,18,12,16,15,15,15,20,10,15,5,5,5,5,5
Rams,Robert,Turner,C,69,48,58,86,52,67,30,40,30,35,25,25,81,79,40,50,10,94,78,88,20,12,10,10,10,10,75,10,10,25,28,15,12,15,15,15,15,20,10,12,5,5,5,5,5
Rams,Cortland,Finnegan,CB,92,91,93,67,92,88,53,75,25,25,10,11,45,45,69,93,55,89,97,98,35,36,78,35,62,70,45,24,35,70,84,87,88,94,25,20,20,75,95,12,5,5,5,5,5
Rams,Bradley,Fletcher,CB,77,87,91,58,86,70,57,54,18,30,17,22,45,45,65,89,40,73,91,79,10,60,53,40,67,75,45,35,38,70,85,74,80,84,32,28,30,55,73,34,5,5,5,5,5
Rams,Janoris,Jenkins,CB,74,92,96,48,95,43,68,54,12,15,12,10,40,45,54,85,72,87,94,90,30,85,75,33,75,85,40,32,54,58,77,69,90,83,82,52,25,50,75,20,5,5,5,5,5
Rams,Jerome,Murphy,CB,71,87,92,58,88,56,54,60,22,12,25,16,45,45,60,90,40,86,90,95,10,65,55,22,75,80,45,40,45,64,81,50,85,76,45,40,25,75,88,15,5,5,5,5,5
Rams,Trumaine,Johnson,CB,69,86,93,68,92,43,76,65,14,21,14,16,45,45,63,87,65,85,94,63,45,66,65,35,60,75,45,45,60,72,74,55,87,75,74,49,22,74,69,20,5,5,5,5,5
Rams,Josh,Gordy,CB,68,92,94,49,86,61,58,45,30,30,24,24,45,45,37,88,40,90,86,67,40,45,44,35,65,70,45,29,31,43,65,63,76,74,46,40,35,44,51,42,10,10,10,10,10
Rams,Kendric,Burney,CB,60,82,92,43,94,45,68,55,30,32,22,15,45,45,39,80,65,96,92,65,35,70,65,30,74,82,45,26,29,68,79,72,67,81,65,60,20,45,46,35,5,5,5,5,5
Rams,Kendall,Langford,DT,86,69,76,88,67,83,32,38,25,25,20,20,45,45,79,65,10,95,84,82,20,15,15,35,10,10,45,87,62,92,78,82,15,20,15,15,15,74,15,15,5,5,5,5,5
Rams,Michael,Brockers,DT,73,64,82,84,73,49,24,40,20,23,15,16,45,45,89,73,10,95,74,76,25,10,15,27,12,15,45,87,50,92,87,66,15,20,15,15,15,83,16,15,5,5,5,5,5
Rams,Trevor,Laws,DT,72,71,82,86,65,67,30,38,28,28,25,25,45,45,79,70,10,94,86,92,20,12,10,35,10,10,45,63,73,69,86,54,15,20,15,15,15,78,15,15,5,5,5,5,5
Rams,Darell,Scott,DT,66,53,74,90,51,61,26,40,20,20,11,15,45,45,80,40,10,90,75,80,10,35,10,10,10,10,45,73,42,84,79,50,12,19,12,10,10,67,10,20,5,5,5,5,5
Rams,Cornell,Banks,DT,62,47,71,76,52,58,35,40,15,16,15,14,45,45,76,71,10,90,73,80,25,12,21,29,10,10,45,82,53,72,69,65,10,12,15,10,15,72,12,15,5,5,5,5,5
Rams,Jermelle,Cudjo,DT,60,65,75,82,62,52,25,25,20,20,20,20,45,45,69,66,10,92,74,75,10,12,10,10,10,10,45,71,55,72,77,44,15,25,12,10,10,66,10,12,5,5,5,5,5
Rams,Brit,Miller,FB,65,76,75,75,69,65,60,75,12,11,10,11,63,54,40,57,34,84,88,82,72,44,62,69,55,60,75,10,10,40,44,19,14,24,49,55,54,25,25,40,20,15,10,10,10
Rams,Quintin,Mikell,FS,80,88,84,65,82,79,62,60,23,21,23,23,45,45,75,81,55,92,95,86,10,31,32,19,60,59,45,45,50,64,79,74,64,75,25,15,15,75,50,15,5,5,5,5,5
Rams,Craig,Dahl,FS,72,85,85,62,83,73,54,60,30,30,25,25,45,45,71,84,55,90,87,90,40,50,45,35,55,50,45,50,55,66,73,65,53,69,30,35,30,75,65,30,10,10,10,10,10
Rams,Steven,Jackson,HB,92,86,87,85,86,97,79,96,15,18,12,12,49,46,35,74,10,92,98,95,94,67,98,96,87,83,49,10,10,35,49,15,13,20,59,70,77,15,15,80,35,30,20,15,15
Rams,Isaiah,Pead,HB,69,92,92,60,90,52,76,72,30,22,11,10,39,40,34,83,72,88,94,85,64,78,78,66,91,75,38,10,10,24,40,25,13,13,66,83,74,20,20,69,35,30,20,15,15
Rams,Chase,Reynolds,HB,63,84,79,62,86,45,61,77,30,30,25,25,37,33,40,73,40,82,85,87,66,81,75,67,75,79,45,20,20,20,39,15,12,15,49,54,61,20,10,55,30,22,16,10,14
Rams,Daryl,Richardson,HB,63,89,95,53,92,40,73,74,22,22,19,21,32,34,37,94,67,85,86,69,48,85,73,46,83,90,37,10,10,21,32,15,15,20,72,68,55,20,20,58,29,24,21,15,17
Rams,Greg,Zuerlein,K,58,71,67,38,66,41,35,39,26,19,95,83,12,17,23,62,10,95,85,55,10,19,10,10,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Rams,Chris,Long,LE,91,75,84,88,77,81,45,50,30,30,30,30,45,45,80,88,10,94,87,95,40,28,30,55,20,30,45,92,74,87,85,76,30,45,15,10,10,70,30,12,5,5,5,5,5
Rams,Eugene,Sims,LE,68,73,86,78,76,61,37,35,15,14,15,29,45,45,70,80,10,88,75,66,39,22,35,10,35,10,45,63,82,64,77,53,26,39,12,10,10,74,10,12,5,5,5,5,5
Rams,Jamaar,Jarrett,LE,62,72,84,74,65,45,40,40,30,30,22,21,50,45,75,79,10,90,78,72,30,15,25,35,15,20,51,80,62,66,81,55,15,25,15,10,10,64,25,12,9,9,9,9,9
Rams,Bryan,Mattison,LG,73,62,74,79,62,68,40,42,21,15,20,11,82,75,25,57,10,92,88,75,10,22,10,10,10,10,82,10,10,25,19,10,12,12,15,20,15,28,10,15,5,5,5,5,5
Rams,Rokevious,Watkins,LG,64,54,66,87,50,40,33,45,30,30,25,25,81,78,40,73,10,83,68,77,20,12,10,30,10,10,80,10,10,20,25,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Rams,Tim,Barnes,LG,62,60,74,80,62,40,30,32,22,25,20,20,72,79,40,64,10,90,77,90,20,15,10,10,10,10,74,20,15,40,29,20,13,15,12,10,10,25,10,12,5,5,5,5,5
Rams,Jo-Lonn,Dunbar,LOLB,72,77,82,71,76,75,45,62,26,28,26,26,45,45,80,75,5,88,92,84,20,20,15,15,10,15,45,58,68,72,83,79,48,67,25,15,15,80,53,20,5,5,5,5,5
Rams,Mario,Haggan,LOLB,72,74,75,74,76,79,55,60,9,32,10,33,45,45,80,65,0,82,75,75,26,28,12,18,10,35,45,54,66,73,81,77,53,65,20,20,10,81,55,20,5,5,5,5,5
Rams,Alex,Hoffman-Ellis,LOLB,53,86,81,87,78,39,55,64,27,22,29,19,45,45,72,88,12,91,85,74,44,40,44,55,50,55,45,64,51,59,66,37,73,63,20,15,15,70,65,15,5,5,5,5,5
Rams,Rodger,Saffold,LT,75,68,84,87,72,77,40,25,24,24,25,25,82,79,32,67,10,89,92,61,25,20,15,15,22,20,88,15,15,15,21,10,12,15,15,15,10,15,10,20,5,5,5,5,5
Rams,Quinn,Ojinnaka,LT,70,54,64,85,61,72,25,40,15,12,10,9,76,84,21,54,10,91,75,85,10,25,10,10,10,10,71,10,10,21,22,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Rams,Ryan,McKee,LT,61,64,72,81,64,56,40,45,32,30,25,25,73,77,35,54,10,90,75,90,20,15,15,15,15,15,83,10,10,20,25,24,12,15,15,15,15,20,10,15,5,5,5,5,5
Rams,James,Laurinaitis,MLB,88,76,86,73,82,90,71,65,14,10,12,10,45,45,90,74,10,98,98,93,60,70,60,10,60,60,45,58,63,83,97,97,65,78,55,55,15,84,55,25,5,5,5,5,5
Rams,Josh,Hull,MLB,64,74,76,74,74,68,55,55,25,25,20,20,45,45,81,69,10,87,86,88,30,20,25,40,22,35,45,70,45,72,80,67,44,60,15,15,15,79,50,12,6,6,6,6,6
Rams,Aaron,Brown,MLB,55,78,82,84,84,48,66,71,10,10,25,21,45,45,76,80,10,91,90,73,35,44,49,36,51,61,45,53,67,55,79,52,64,74,55,56,15,70,62,12,5,5,5,5,5
Rams,Noah,Keller,MLB,55,83,85,74,77,50,52,55,25,25,22,25,47,45,75,88,10,75,85,74,30,20,33,22,27,32,45,50,42,62,74,61,52,65,15,15,15,71,45,12,10,10,10,10,10
Rams,Tom,Malone,P,59,65,66,52,63,57,35,40,47,44,87,88,29,25,25,75,10,90,85,65,10,25,15,10,10,10,25,10,10,15,33,15,15,28,15,15,15,12,10,15,30,30,25,20,20
Rams,John,Hekker,P,49,75,69,56,66,48,39,40,45,44,92,81,29,25,25,72,10,94,84,68,15,25,15,10,10,10,22,10,10,17,35,20,15,15,15,15,15,21,10,15,30,30,25,20,20
Rams,Sam,Bradford,QB,80,73,74,51,64,72,32,60,88,84,15,12,13,12,28,62,10,83,95,88,32,45,54,25,50,55,13,10,10,22,14,26,13,31,12,10,10,12,10,12,90,80,71,74,78
Rams,Kellen,Clemens,QB,72,66,68,58,68,69,35,65,88,74,30,12,24,29,36,83,13,85,92,75,26,25,54,35,50,54,24,20,20,36,43,28,14,12,15,15,15,12,10,15,78,75,72,52,75
Rams,Tom,Brandstater,QB,66,61,65,62,60,59,30,60,82,83,25,25,20,15,30,55,10,90,90,75,49,52,35,49,45,49,30,10,10,25,30,15,15,20,12,10,10,12,10,12,80,74,62,65,75
Rams,Austin,Davis,QB,62,75,87,57,82,35,35,72,81,75,15,18,18,12,22,80,10,92,90,72,65,62,77,68,65,66,18,10,10,19,12,25,13,19,15,15,15,12,10,15,79,74,61,83,75
Rams,Robert,Quinn,RE,78,83,94,77,85,56,37,35,33,26,14,22,45,45,67,82,10,92,75,78,46,40,35,40,35,33,45,88,74,73,87,64,35,39,30,20,20,89,45,12,5,5,5,5,5
Rams,William,Hayes,RE,71,80,88,73,78,70,45,45,35,32,30,30,45,45,72,85,10,93,64,78,48,32,40,55,25,25,45,74,66,66,82,54,25,30,15,10,10,78,35,12,5,5,5,5,5
Rams,Harvey,Dahl,RG,91,57,72,90,55,83,40,40,12,15,14,14,94,90,20,61,15,90,88,94,10,12,10,10,10,10,88,10,10,10,23,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Rams,Kevin,Hughes,RG,61,59,75,85,58,42,45,55,12,10,15,15,76,72,45,59,10,95,75,81,55,25,35,33,40,40,81,10,10,35,23,25,11,20,35,45,55,20,10,50,5,5,5,5,5
Rams,Rocky,McIntosh,ROLB,73,82,86,67,83,71,44,60,36,40,10,16,45,45,80,82,10,87,88,78,40,47,40,10,40,55,45,60,65,72,85,73,59,68,15,15,15,87,66,15,5,5,5,5,5
Rams,Justin,Cole,ROLB,69,73,69,78,75,67,42,45,20,20,20,20,45,45,78,74,10,90,84,85,25,32,10,25,20,45,45,83,68,80,79,69,34,49,25,20,15,75,50,20,5,5,5,5,5
Rams,Sammy,Brown,ROLB,57,82,86,73,83,42,50,45,20,20,20,20,45,45,74,89,10,92,85,75,40,21,25,25,20,45,45,65,84,53,71,47,35,66,25,20,15,70,52,20,5,5,5,5,5
Rams,Jason,Smith,RT,75,67,83,90,69,69,50,50,30,30,25,25,79,73,30,60,10,76,85,73,20,10,10,30,10,10,84,10,10,20,25,15,12,15,35,35,40,20,10,15,5,5,5,5,5
Rams,Barry,Richardson,RT,73,52,63,90,54,70,30,35,24,24,25,25,83,70,30,60,10,92,72,80,20,12,10,35,10,10,74,20,20,15,21,10,12,15,12,10,10,20,10,12,5,5,5,5,5
Rams,Jose,Valdez,RT,69,52,60,85,48,66,17,35,17,28,15,28,84,67,36,37,10,84,71,77,10,18,10,10,10,10,72,10,10,25,31,18,10,16,15,15,15,20,10,15,5,5,5,5,5
Rams,Darian,Stewart,SS,77,86,87,67,92,63,47,60,21,22,17,19,45,45,79,85,30,89,86,91,46,51,54,34,60,62,45,73,55,76,79,64,65,72,30,30,15,90,65,25,5,5,5,5,5
Rams,Matthew,Daniels,SS,63,88,82,51,76,52,57,66,30,30,25,25,45,45,73,86,30,94,86,80,55,35,35,45,35,50,45,61,42,59,77,52,43,62,35,20,15,89,61,15,5,5,5,5,5
Rams,Lance,Kendricks,TE,72,76,85,67,85,60,79,64,35,32,30,30,58,54,35,86,35,94,90,79,65,63,74,84,76,70,67,10,10,20,35,20,15,20,81,74,70,12,18,65,15,10,5,5,10
Rams,Michael,Hoomanawanui,TE,70,67,74,84,68,75,74,79,21,21,42,40,74,65,50,60,25,68,78,90,78,35,39,70,42,45,69,25,25,49,55,25,10,30,62,80,45,70,36,55,5,5,5,5,5
Rams,Brody,Eldridge,TE,65,69,75,79,75,70,60,70,30,30,22,20,73,64,54,65,15,80,82,94,69,28,45,66,49,55,80,30,20,25,45,15,12,15,46,67,48,20,10,75,15,10,5,5,10
Rams,Matthew,Mulligan,TE,64,66,75,80,66,69,65,64,11,15,17,18,77,66,35,65,5,89,77,84,64,35,62,55,40,45,82,10,10,35,45,15,15,29,45,55,49,25,25,65,15,10,5,5,10
Rams,Mike,McNeill,TE,59,77,82,60,75,46,75,67,30,30,25,25,54,52,42,72,30,90,82,82,72,44,61,70,62,64,67,30,20,30,40,15,12,15,62,74,54,20,10,69,20,15,10,10,10
Rams,Ben,Guidugli,TE,58,69,78,75,77,57,76,70,55,45,25,25,57,48,34,72,30,93,85,75,68,55,72,60,77,74,61,30,20,30,40,15,12,15,49,55,50,20,10,49,20,15,10,10,10
Rams,Deangelo,Peterson,TE,55,78,85,61,83,38,72,67,12,15,15,18,54,52,48,87,10,85,83,70,55,64,63,61,70,65,62,10,10,32,29,26,16,16,77,58,47,25,25,72,15,10,5,5,10
Rams,Jake,McQuaide,TE,41,70,72,72,68,44,58,60,25,16,21,29,64,62,49,59,10,88,77,75,25,10,10,10,10,10,66,10,10,24,44,28,31,21,48,58,42,45,10,55,5,5,5,5,5
Rams,Steve,Smith,WR,77,86,85,54,85,78,87,70,30,35,16,14,39,25,24,85,75,78,91,77,50,84,82,44,88,92,30,20,20,20,45,20,10,24,73,87,82,15,10,65,15,10,5,5,10
Rams,Danny,Amendola,WR,76,85,94,47,93,80,88,70,31,28,28,24,30,20,25,76,87,89,89,95,39,89,83,55,73,78,30,10,10,21,35,19,14,20,77,85,84,15,15,39,15,10,5,5,10
Rams,Brandon,Gibson,WR,74,87,88,63,91,68,76,57,25,25,17,14,30,30,24,86,40,88,85,75,55,82,74,40,80,88,33,10,10,22,22,17,10,22,74,83,75,25,25,81,15,10,5,5,10
Rams,Danario,Alexander,WR,72,88,83,67,91,66,80,65,20,20,10,15,54,35,18,97,30,65,88,75,70,65,65,66,74,75,58,10,10,18,48,23,17,13,94,75,69,15,15,76,15,10,5,5,10
Rams,Brian,Quick,WR,70,87,91,66,82,50,79,73,40,35,19,15,48,45,40,88,35,87,91,77,74,67,75,67,68,70,55,10,10,30,40,25,23,30,92,84,59,15,15,88,20,15,15,5,15
Rams,Chris,Givens,WR,67,93,92,54,94,52,76,65,24,16,21,21,39,35,25,85,78,86,94,66,40,84,70,44,75,87,39,10,10,21,35,22,12,15,87,75,69,15,15,49,15,10,5,5,10
Rams,Austin,Pettis,WR,65,83,86,67,88,49,82,66,25,24,20,22,40,25,22,88,40,90,87,75,72,65,74,64,77,75,35,10,10,10,35,26,15,26,76,87,72,12,10,48,15,10,5,5,10
Rams,Greg,Salas,WR,65,85,85,67,82,55,81,68,21,28,20,22,42,35,33,88,60,83,93,95,68,64,71,60,75,73,49,10,10,10,35,26,15,26,83,84,68,12,10,48,15,10,5,5,10
Rams,Mike,Campbell,WR,59,87,88,56,85,49,70,63,30,35,16,14,39,25,29,86,49,88,84,67,52,76,72,42,76,82,30,20,20,20,45,20,10,24,74,68,54,15,10,61,15,10,5,5,10
Ravens,Matt,Birk,C,90,54,75,85,60,99,29,40,17,30,19,16,86,89,26,20,10,84,89,94,10,15,10,10,10,10,84,10,10,26,32,21,9,8,15,15,15,20,10,15,5,5,5,5,5
Ravens,Tony,Wragge,C,71,48,62,89,52,73,24,40,12,12,15,17,81,76,15,31,10,84,70,83,10,12,10,10,10,10,78,10,10,10,23,40,12,12,12,10,10,12,10,12,5,5,5,5,5
Ravens,Cecil,Newton,C,65,62,77,81,63,58,17,25,21,24,21,30,79,74,28,45,10,88,80,82,10,30,10,10,10,10,75,10,10,16,30,17,7,10,15,15,15,22,10,15,5,5,5,5,5
Ravens,Lardarius,Webb,CB,91,93,95,54,96,81,77,66,25,30,20,20,45,45,62,93,80,87,95,76,20,78,84,25,85,91,45,30,32,55,74,83,96,87,72,67,15,62,87,20,15,10,10,15,15
Ravens,Jimmy,Smith,CB,81,90,89,70,92,62,67,69,14,21,14,16,45,45,72,88,45,90,91,92,55,65,70,55,65,65,45,60,55,75,68,64,92,86,60,35,22,70,93,20,5,5,5,5,5
Ravens,Cary,Williams,CB,78,90,88,55,90,74,47,45,32,15,19,18,45,45,67,87,25,87,91,68,29,71,40,22,65,75,45,25,28,48,65,70,79,87,15,25,15,39,77,12,5,5,5,5,5
Ravens,Corey,Graham,CB,70,91,86,54,84,72,64,60,35,35,20,20,45,45,62,85,75,88,92,85,25,35,85,25,80,86,45,30,40,62,68,67,69,78,35,30,30,55,60,30,5,5,5,5,5
Ravens,Danny,Gorrer,CB,66,87,91,46,86,62,45,50,32,22,15,15,45,45,50,84,35,88,84,65,22,65,35,22,75,71,45,24,32,33,64,66,76,70,26,25,22,30,39,12,5,5,5,5,5
Ravens,Asa,Jackson,CB,65,89,94,57,93,43,65,72,36,36,15,11,45,45,52,85,71,88,90,65,31,74,70,32,73,87,45,25,30,36,58,59,79,72,65,40,44,40,51,45,5,5,5,5,5
Ravens,Chykie,Brown,CB,64,89,93,45,92,51,56,60,14,13,18,22,45,45,47,93,60,83,89,74,10,65,61,25,74,75,45,23,40,41,68,45,83,66,48,50,15,45,54,20,5,5,5,5,5
Ravens,Terrence,Cody,DT,77,44,72,97,53,69,25,35,26,26,25,20,45,45,92,55,10,87,65,82,65,10,20,45,5,5,45,89,34,97,65,71,7,10,10,10,5,77,15,15,5,5,5,5,5
Ravens,Ryan,McBean,DT,72,65,75,84,63,70,40,24,25,25,26,20,45,45,73,35,5,90,72,78,30,15,10,25,10,10,45,77,54,79,72,71,12,22,12,10,10,66,10,12,5,5,5,5,5
Ravens,Ma'ake,Kemoeatu,DT,70,39,53,95,48,78,20,40,14,13,17,11,45,45,80,45,10,75,69,75,10,13,10,10,10,10,45,75,38,88,62,68,29,23,15,15,15,60,10,15,5,5,5,5,5
Ravens,DeAngelo,Tyson,DT,63,69,71,85,60,52,25,35,36,19,37,16,45,45,74,73,10,86,76,87,40,15,35,35,25,21,45,76,49,74,81,49,21,22,35,30,22,71,24,25,5,5,5,5,5
Ravens,Ishmaa'ily,Kitchen,DT,56,48,74,92,52,44,35,40,25,25,20,20,45,45,69,80,10,83,65,75,35,10,15,35,10,10,45,75,38,81,66,37,15,20,15,15,15,73,15,15,5,5,5,5,5
Ravens,Vonta,Leach,FB,92,69,80,84,68,87,67,75,25,25,20,20,90,54,30,65,15,90,85,78,74,40,60,78,35,45,95,20,10,25,49,20,15,20,20,35,45,25,15,30,20,15,10,10,10
Ravens,Ed,Reed,FS,97,91,89,60,93,98,83,64,20,14,22,12,45,45,62,90,45,84,99,86,56,93,93,40,88,90,45,45,74,52,79,99,74,94,82,75,20,74,75,20,15,10,10,15,15
Ravens,Christian,Thompson,FS,65,90,87,67,88,46,64,63,21,21,18,19,45,45,71,83,35,97,94,75,44,71,52,42,60,68,45,45,55,74,76,45,57,72,45,40,15,82,64,15,5,5,5,5,5
Ravens,Emanuel,Cook,FS,64,82,90,68,87,38,56,60,33,31,31,14,45,45,64,87,35,94,87,80,10,41,42,15,57,55,45,40,45,71,82,46,72,80,25,15,15,77,50,20,15,10,10,15,15
Ravens,Ray,Rice,HB,95,91,97,84,96,88,78,95,41,30,25,25,30,40,20,85,25,94,90,89,75,93,95,87,92,87,38,10,10,11,40,20,15,20,62,70,73,20,20,60,35,30,20,15,15
Ravens,Anthony,Allen,HB,70,84,82,77,79,65,61,90,25,15,12,14,67,52,42,69,25,93,84,90,92,54,79,87,67,76,65,10,10,32,45,30,19,24,35,49,32,25,25,62,20,15,10,10,10
Ravens,Bernard,Pierce,HB,69,88,91,62,86,46,54,84,18,18,10,11,50,47,35,88,15,82,88,81,77,69,83,65,87,84,41,10,10,22,37,17,15,31,49,52,34,20,20,50,35,30,20,15,15
Ravens,Damien,Berry,HB,67,83,87,76,86,52,56,92,25,30,25,25,45,46,35,74,50,88,85,95,87,64,65,82,75,72,45,10,10,29,40,19,12,12,45,40,44,15,15,60,35,30,20,15,15
Ravens,Bobby,Rainey,HB,62,86,90,72,92,35,70,76,22,22,11,10,45,44,25,87,62,93,92,85,61,75,72,80,73,74,40,10,10,24,40,25,13,13,49,65,58,20,20,65,35,30,20,15,15
Ravens,Billy,Cundiff,K,81,60,62,25,49,81,27,40,30,18,97,83,21,19,15,30,10,70,84,50,10,20,10,10,10,10,21,10,10,15,24,20,10,30,12,10,10,12,10,12,35,30,25,20,20
Ravens,Pernell,McPhee,LE,79,72,78,91,69,70,34,40,12,12,10,18,45,45,77,67,10,95,79,87,10,31,10,10,14,15,45,91,57,88,82,65,32,42,15,15,15,86,16,30,5,5,5,5,5
Ravens,Arthur,Jones,LE,69,66,74,89,66,65,10,40,15,16,15,14,45,45,82,74,10,78,72,96,10,28,10,10,10,10,45,78,42,86,83,69,20,21,15,15,15,81,12,15,5,5,5,5,5
Ravens,Bobbie,Williams,LG,82,48,58,95,47,87,19,40,29,21,21,32,90,77,22,34,10,78,77,86,30,18,10,10,10,10,81,10,10,22,35,18,9,10,12,10,10,12,10,12,5,5,5,5,5
Ravens,Jah,Reid,LG,74,55,68,91,54,62,22,30,11,12,10,10,85,79,37,35,10,95,76,90,10,25,10,10,10,10,75,10,10,30,31,19,11,15,15,15,15,20,10,15,5,5,5,5,5
Ravens,Kelechi,Osemele,LG,69,57,65,92,60,45,19,40,29,21,21,32,85,77,32,71,10,77,76,75,35,11,10,10,10,10,83,10,10,22,35,18,9,10,12,10,10,22,10,12,5,5,5,5,5
Ravens,Justin,Boren,LG,62,52,84,91,47,45,31,40,14,10,8,9,81,71,35,49,10,88,75,94,10,17,10,10,10,10,64,10,10,25,25,32,17,12,15,15,15,25,15,15,5,5,5,5,5
Ravens,Paul,Kruger,LOLB,79,77,83,82,73,78,60,45,32,20,24,15,45,45,82,62,10,94,85,95,45,49,50,77,57,62,45,69,93,83,85,78,39,46,35,35,35,81,50,55,5,5,5,5,5
Ravens,Sergio,Kindle,LOLB,70,82,93,69,80,45,35,45,34,22,25,20,45,45,75,83,10,66,93,95,43,35,35,15,50,45,45,76,92,75,92,77,36,54,20,20,15,92,52,20,5,5,5,5,5
Ravens,Chavis,Williams,LOLB,54,83,78,65,73,49,42,45,34,22,25,20,45,45,72,75,10,88,85,85,55,35,41,15,50,45,45,55,66,69,80,46,42,48,20,20,15,69,52,20,5,5,5,5,5
Ravens,Bryant,McKinnie,LT,84,52,68,96,53,94,21,40,18,13,12,11,76,89,25,39,10,77,72,82,10,17,10,10,10,10,89,10,10,25,31,25,13,20,15,15,15,25,10,15,5,5,5,5,5
