Team,First Name,Last Name,Position,Jersey,Overall,Speed,Stength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Age,Years Pro,College,Home State,Hometown,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Block,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finnesse Moves,Block Shedding,Pursuit,Play Recognition,Man Cover,Zone cover,Spectacular Catch,Catch in Traffic,Route Running,Hit Power,Press,Release,Short Throw Accuracy,Medium Throw Accuracy,Deep Throw Accuracy,Playaction,Throw on the Run
Seahawks,Brady,Quinn,QB,10,73,70,59,71,71,35,65,86,76,11,15,20,25,34,65,10,84,92,79,28,6,Notre Dame,Ohio,Dublin,20,34,55,24,52,58,20,30,30,25,25,10,10,20,41,18,14,12,12,10,10,12,10,12,78,75,67,67,75
Seahawks,Chris,Clemons,RE,91,89,80,75,82,90,28,40,22,22,14,15,45,45,72,70,10,76,84,80,31,9,Georgia,Georgia,Griffin,10,34,25,10,10,18,45,45,45,45,45,66,95,68,93,87,50,45,15,15,15,62,40,20,5,5,5,5,5
Seahawks,Cliff,Avril,RE,56,83,81,73,80,85,64,55,25,25,20,20,45,45,72,85,10,93,85,84,27,5,Purdue,Florida,Green Cove Springs,25,33,25,35,15,30,45,45,45,45,45,65,88,69,79,82,45,55,15,15,15,78,45,12,5,5,5,5,5
Seahawks,Bruce,Irvin,RE,51,79,90,70,84,60,63,65,25,25,26,20,45,45,75,83,10,94,77,88,25,1,West Virginia,Georgia,Atlanta,44,22,35,42,35,45,45,45,45,45,45,95,67,69,87,58,33,40,51,62,39,85,40,44,5,5,5,5,5
Seahawks,Paul,McQuistan,RG,67,74,46,90,46,78,15,40,25,15,16,14,76,82,33,26,10,95,78,95,30,7,Weber State,Oregon,Lebanon,10,18,10,10,10,10,69,84,74,88,82,10,10,33,20,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Seahawks,J.R.,Sweezy,RG,64,73,73,80,64,62,40,30,30,22,22,21,82,74,67,87,10,82,79,88,24,1,N.C. State,North Carolina,Mooresville,20,15,10,10,10,10,85,75,81,71,74,74,45,68,71,45,15,20,12,10,10,65,10,12,5,5,5,5,5
Seahawks,Heath,Farwell,ROLB,55,75,76,76,74,77,35,55,37,29,18,35,45,45,82,60,10,88,82,76,31,8,S.D. State,California,Corona,45,15,10,10,10,10,45,45,45,45,45,60,66,71,88,82,59,70,15,15,10,74,50,12,5,5,5,5,5
Seahawks,Malcolm,Smith,ROLB,53,67,86,62,83,65,60,40,27,30,20,20,45,45,76,84,11,78,80,75,24,2,USC,California,Northridge,40,64,39,35,65,60,45,45,45,45,45,54,62,64,79,64,69,74,35,33,15,72,55,15,5,5,5,5,5
Seahawks,Allen,Bradford,ROLB,52,56,83,75,86,62,52,88,30,30,25,25,45,45,72,74,45,78,83,78,25,2,USC,California,San Bernardino,86,47,80,85,67,73,45,45,45,45,45,49,45,65,75,49,55,67,40,42,29,77,20,66,35,30,20,15,15
Seahawks,Breno,Giacomini,RT,68,77,58,83,59,75,40,40,30,30,25,25,83,78,30,50,10,93,82,85,27,5,Louisville,Massachusetts,Malden,20,12,10,30,10,10,74,85,79,78,67,10,10,20,20,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Seahawks,Michael,Bowie,RT,73,64,54,79,61,52,45,40,21,20,16,36,79,74,29,65,10,89,73,82,21,0,N/A,Oklahoma,Tulsa,15,10,10,10,10,10,69,77,84,73,76,10,10,20,23,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Seahawks,Kam,Chancellor,SS,31,90,84,72,85,78,64,55,23,29,14,11,45,45,83,92,35,94,95,88,25,3,Virginia Tech,Virginia,Norfolk,65,35,40,45,45,55,45,45,45,45,45,62,44,65,79,79,64,84,25,30,10,93,69,20,5,5,5,5,5
Seahawks,Jeron,Johnson,SS,32,74,86,61,81,64,63,60,17,22,23,19,45,45,73,77,40,93,90,89,25,2,Boise State,California,Compton,45,34,49,50,65,64,45,45,45,45,45,67,52,72,72,65,73,68,49,55,15,87,59,15,5,5,5,5,5
Seahawks,Winston,Guy,SS,27,67,84,66,83,49,52,65,30,30,25,25,45,45,69,79,30,88,90,85,23,1,Kentucky,Kentucky,Lexington,55,45,44,43,35,55,45,45,45,45,45,45,58,74,83,69,49,65,39,40,15,83,64,15,5,5,5,5,5
Seahawks,Zach,Miller,TE,86,83,81,69,78,83,83,71,20,34,24,22,74,51,44,84,5,86,90,79,27,6,Arizona St.,Arizona,Phoenix,58,38,70,60,55,68,67,67,67,58,67,10,10,52,39,15,12,13,74,86,74,20,10,84,15,10,5,5,10
Seahawks,Anthony,McCoy,TE,85,77,80,67,80,72,77,72,32,22,22,17,69,53,32,87,10,95,84,80,25,3,USC,California,Fresno,73,52,62,65,75,80,66,58,66,48,59,10,10,43,39,15,11,20,83,75,66,20,10,65,15,10,5,5,10
Seahawks,Luke,Willson,TE,82,63,88,73,83,42,74,73,45,40,22,22,56,52,42,89,40,78,85,84,23,0,Rice,Texas,Houston,66,58,65,54,72,74,65,50,52,51,53,10,10,49,33,19,22,25,82,69,48,12,10,67,15,10,5,5,10
Seahawks,Sean,McGrath,TE,84,61,76,63,77,60,72,67,20,39,20,22,64,48,40,77,5,90,83,80,25,1,Henderson St.,Illinois,Chicago,65,44,69,62,60,64,55,54,49,52,42,10,10,49,35,15,12,13,72,66,45,20,10,61,15,10,5,5,10
Seahawks,Clint,Gresham,TE,49,49,65,65,68,75,60,67,22,24,29,18,72,55,60,45,10,95,81,77,27,3,TCU,Texas,Corpus Christi,33,35,22,25,10,10,58,45,45,45,45,55,55,62,65,46,15,20,52,55,46,55,15,15,10,10,10,10,10
Seahawks,Percy,Harvin,WR,11,92,96,77,98,84,91,81,42,40,30,30,68,30,29,90,97,78,98,82,25,4,Florida,Virginia,Virginia Beach,82,97,98,55,96,95,65,45,45,40,40,10,10,45,35,20,19,35,87,85,88,12,15,77,15,10,5,5,10
Seahawks,Sidney,Rice,WR,18,86,89,69,88,84,88,69,65,50,25,15,65,30,30,95,45,77,94,81,26,6,South Carolina,South Carolina,Gaffney,68,78,80,69,82,86,54,52,50,25,25,10,10,40,45,18,19,25,95,88,83,15,15,90,15,10,5,5,10
Seahawks,Golden,Tate,WR,81,80,93,57,94,76,83,73,27,29,19,19,64,18,19,91,79,89,95,89,25,3,Notre Dame,Tennessee,Hendersonville,65,94,93,62,86,95,49,30,25,18,18,10,10,35,49,25,18,22,88,84,72,15,15,67,25,25,20,15,10
Seahawks,Doug,Baldwin,WR,89,74,92,45,92,70,80,65,24,22,21,18,62,25,39,89,60,92,88,78,24,2,Stanford,Florida,Gulf Breeze,25,84,73,28,78,87,32,32,30,15,15,10,10,35,42,24,12,17,80,77,76,15,15,65,15,10,5,5,10
Seahawks,Chris,Harper,WR,17,69,88,69,90,54,82,74,70,55,25,15,65,60,44,88,55,95,94,84,23,0,Kansas State,Kansas,Wichita,71,69,76,64,81,75,63,64,65,55,55,10,10,54,55,24,15,25,83,85,52,12,10,77,64,53,44,35,60
Seahawks,Brett,Swain,WR,16,66,86,68,85,61,75,70,30,30,60,40,55,45,50,74,60,88,88,94,28,4,S.D. State,California,Carlsbad,52,71,67,55,65,74,45,54,49,45,40,20,20,20,44,15,18,28,59,73,71,39,40,70,19,15,15,12,25
Seahawks,Charly,Martin,WR,14,65,85,62,85,65,75,68,34,32,15,19,59,44,33,82,66,92,88,75,29,4,W. Texas A&M,New Mexico,Farmington,52,67,71,55,70,75,45,40,35,35,35,10,10,51,35,25,15,18,59,73,65,15,15,73,15,10,5,5,10
Seahawks,Jermaine,Kearse,WR,15,64,90,52,87,60,77,71,35,34,20,22,48,35,32,86,44,96,90,85,23,1,Washington,Washington,Lakewood,49,63,69,54,70,73,39,38,37,35,34,10,10,44,35,26,15,26,66,81,63,12,10,53,15,10,5,5,10
Seahawks,Stephen,Williams,WR,83,62,88,58,84,55,74,59,28,25,14,15,52,32,45,93,40,90,82,74,27,3,Toledo,Texas,Houston,49,66,65,67,59,66,54,52,50,48,45,10,10,60,49,18,15,15,78,65,59,15,15,72,15,10,5,5,10
Seahawks,Phil,Bates,WR,13,61,90,63,91,50,69,74,71,57,30,30,52,40,39,93,72,87,84,72,23,1,Ohio,Nebraska,Omaha,60,54,67,49,70,65,46,45,44,40,42,10,10,45,35,20,11,25,63,75,55,12,18,73,10,10,10,10,10
Seahawks,Bryan,Walters,WR,19,60,84,50,87,62,76,54,23,25,15,19,41,25,21,76,61,92,88,74,25,3,Cornell,Washington,Bothell,37,74,66,20,81,72,29,29,29,25,25,10,10,35,26,25,13,22,75,72,67,15,15,40,15,10,5,5,10
Steelers,Maurkice,Pouncey,C,53,88,63,92,72,79,34,32,12,10,15,10,89,88,35,55,10,92,88,89,24,3,Florida,Florida,Lakeland,35,21,10,10,10,10,95,92,89,89,84,10,10,24,29,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Steelers,Joe,Madsen,C,69,73,64,84,68,54,25,40,17,30,19,16,82,75,35,49,10,91,82,75,23,0,West Virginia,Ohio,Cardon,15,10,20,25,10,10,81,81,79,76,74,10,10,26,33,22,22,21,16,14,17,20,10,15,5,5,5,5,5
Steelers,Greg,Warren,C,60,71,61,76,59,80,27,7,14,11,13,13,74,80,55,53,10,85,85,79,31,9,North Carolina,North Carolina,Mount Olive,20,18,10,10,10,10,74,74,69,78,75,10,10,35,35,13,25,15,15,15,15,49,10,15,8,8,8,8,8
Steelers,Ike,Taylor,CB,24,89,95,66,90,85,40,65,17,15,21,22,45,45,67,92,72,94,96,75,33,10,UL Lafayette,Louisiana,Gretna,48,49,67,35,74,84,45,45,45,45,45,22,56,39,78,78,87,92,30,25,15,55,93,15,5,5,5,5,5
Steelers,Cortez,Allen,CB,28,80,88,54,88,72,56,55,26,24,21,18,45,45,60,88,40,87,91,70,24,2,Citadel,Florida,Ocala,10,72,55,25,60,72,45,45,45,45,45,31,32,49,72,67,87,85,20,20,15,50,81,20,5,5,5,5,5
Steelers,William,Gay,CB,22,77,85,58,89,81,57,60,35,35,20,20,45,45,66,87,60,93,92,83,28,5,Louisville,Florida,Tallahassee,25,45,60,20,70,80,45,45,45,45,45,48,64,59,82,76,75,83,40,30,30,67,79,30,5,5,5,5,5
Steelers,DeMarcus,Van Dyke,CB,23,69,98,44,87,59,64,51,19,14,21,22,45,45,48,87,62,92,87,66,24,2,Miami,Florida,Miami,12,76,64,30,70,75,45,45,45,45,45,25,33,31,65,53,74,69,55,42,20,39,76,34,5,5,5,5,5
Steelers,Curtis,Brown,CB,31,69,88,49,92,64,62,65,40,40,25,25,45,45,58,94,77,92,90,66,24,2,Texas,Texas,Longview,40,75,77,35,80,82,45,45,45,45,45,31,41,55,69,52,81,74,45,45,35,55,66,50,5,5,5,5,5
Steelers,Terry,Hawthorne,CB,30,67,90,53,85,45,65,65,25,25,20,20,45,45,63,88,45,84,91,73,23,0,Illinois,Illinois,East St. Louis,35,64,65,29,72,76,45,45,45,45,45,34,50,52,82,49,82,74,55,53,15,46,77,25,15,10,10,15,15
Steelers,Justin,King,CB,37,67,94,45,90,60,45,72,40,40,25,25,45,45,71,92,65,52,87,52,26,5,Penn State,Pennsylvania,Pittsburgh,35,60,85,30,88,94,45,45,45,45,45,29,36,35,82,54,72,65,55,50,50,50,45,50,5,5,5,5,5
Steelers,Ross,Ventrone,CB,41,64,86,55,84,66,55,50,35,34,22,24,45,45,64,86,35,88,82,75,26,2,Villanova,Pennsylvania,Pittsburgh,39,35,39,45,55,65,45,45,45,45,45,45,49,56,69,52,73,65,39,45,22,65,49,20,10,10,10,10,10
Steelers,Josh,Victorian,CB,35,62,87,61,86,53,54,60,25,30,22,22,45,45,61,86,45,92,86,70,25,2,LA. Tech,Louisiana,New Orleans,20,71,54,35,66,72,45,45,45,45,45,45,35,40,68,43,67,74,55,50,22,67,72,20,15,10,10,15,15
Steelers,Steve,McLendon,DT,90,79,66,83,65,77,33,40,35,22,20,25,45,45,86,68,10,90,78,80,27,4,Troy,Alabama,Ozark,10,10,10,10,10,10,45,45,45,45,45,79,63,80,82,73,15,20,15,15,15,72,10,15,5,5,5,5,5
Steelers,Alameda,Ta'amu,DT,74,74,58,93,63,57,35,40,14,19,16,21,45,45,84,71,5,86,76,85,23,1,Washington,Washington,Kent,29,12,10,25,10,10,45,45,45,45,45,81,48,87,83,77,10,15,12,10,10,72,10,12,7,7,7,7,7
Steelers,Hebron,Fangupo,DT,92,63,62,93,55,51,30,40,14,13,17,11,45,45,77,80,10,73,63,80,28,1,BYU,California,Santa Ana,19,11,10,10,10,10,45,45,45,45,45,71,37,84,58,55,12,15,15,15,15,71,10,15,5,5,5,5,5
Steelers,David,Johnson,FB,85,76,75,81,76,68,64,68,25,30,15,15,75,58,48,76,8,92,84,88,26,4,Arkansas St.,Arkansas,Pine Bluff,69,55,58,65,69,66,91,84,72,65,58,10,10,48,39,21,10,24,50,62,55,12,10,75,15,10,5,5,10
Steelers,Will,Johnson,FB,46,72,76,78,78,60,61,72,30,22,22,21,77,58,38,82,20,93,84,77,23,2,West Virginia,Ohio,Dayton,71,58,63,66,67,65,81,71,64,58,60,10,10,45,38,13,12,14,64,67,59,66,10,64,20,15,10,10,10
Steelers,Ryan,Clark,FS,25,85,82,66,81,87,58,65,25,29,15,30,45,45,87,83,50,91,94,89,33,11,LSU,Louisiana,Merraro,45,36,35,25,60,45,45,45,45,45,45,55,60,73,83,78,57,76,25,20,15,93,53,15,15,10,10,15,15
Steelers,Robert,Golden,FS,21,65,85,69,83,53,57,65,21,22,17,19,45,45,68,89,70,92,88,75,22,1,Arizona,California,Fresno,56,66,65,49,65,72,45,45,45,45,45,63,51,67,71,52,60,71,35,30,15,66,75,25,5,5,5,5,5
Steelers,Jonathan,Dwyer,HB,27,76,88,79,82,69,56,86,12,15,17,11,50,40,35,75,55,95,83,94,24,3,Georgia Tech,Georgia,Marietta,95,59,84,92,79,88,49,50,50,42,32,10,10,22,46,25,14,14,25,40,35,12,10,70,35,30,20,15,15
Steelers,Isaac,Redman,HB,33,74,82,82,78,77,72,87,12,15,17,11,55,75,35,68,35,88,84,90,28,4,Bowie State,New Jersey,Paulsboro,88,57,81,88,74,69,54,55,50,76,75,10,10,22,46,25,14,14,45,65,55,12,10,70,35,30,20,15,15
Steelers,Le'Veon,Bell,HB,26,73,85,77,87,52,75,81,40,35,20,22,50,46,55,90,25,95,85,76,21,0,Michigan St.,Ohio,Reynoldsburg,94,68,76,93,87,83,55,55,52,56,42,45,45,54,45,25,11,20,48,65,62,45,15,55,40,32,30,22,35
Steelers,LaRod,Stephens-Howling,HB,34,72,93,49,92,72,76,72,25,22,22,21,20,19,21,74,91,86,78,75,26,3,Pittsburgh,Pennsylvania,Johnstown,41,86,78,45,86,92,25,20,20,21,19,10,10,26,32,31,12,12,67,73,76,15,20,65,35,30,20,15,15
Steelers,Baron,Batch,HB,20,67,86,67,85,61,77,73,15,19,23,13,45,40,40,74,65,81,86,75,25,2,Texas Tech,Texas,Midland,74,66,79,55,75,74,39,40,33,35,37,20,30,32,45,15,19,29,74,75,73,20,20,70,35,30,20,15,15
Steelers,Shaun,Suisham,K,6,86,63,40,55,77,33,40,26,10,89,95,12,17,13,36,10,88,75,60,31,8,Bowling Green St.,Ohio,Bowling Green,10,14,10,10,10,10,12,12,12,17,17,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Steelers,Ziggy,Hood,LE,96,77,66,85,67,77,25,40,20,20,20,20,45,45,81,70,10,87,80,79,26,4,Missouri,Texas,Amarillo,10,10,10,10,10,10,45,45,45,45,45,66,76,80,76,75,15,20,15,15,15,62,10,15,5,5,5,5,5
Steelers,Al,Woods,LE,65,65,54,94,51,65,15,25,20,16,19,22,45,45,79,45,10,83,72,75,26,3,LSU,Louisiana,Elton,10,12,10,10,10,10,45,45,45,45,45,78,65,85,69,55,12,15,15,15,15,52,12,15,5,5,5,5,5
Steelers,Ramon,Foster,LG,73,83,59,88,56,79,35,22,25,25,20,20,79,88,39,45,10,87,81,80,27,4,Tennessee,Tennessee,Ripley,20,15,15,15,10,10,82,87,79,89,80,10,10,30,25,15,12,15,12,12,12,15,10,12,5,5,5,5,5
Steelers,John,Malecki,LG,62,67,61,82,59,61,25,35,15,27,15,19,77,73,49,59,10,88,72,77,25,3,Pittsburgh,Pennsylvania,Pittsburgh,42,20,15,10,10,10,73,78,82,76,72,10,10,36,35,25,14,14,12,10,10,12,15,19,5,5,5,5,5
Steelers,LaMarr,Woodley,LOLB,56,87,82,83,77,87,48,70,14,12,16,11,45,45,87,84,10,89,90,92,28,6,Michigan,Michigan,Saginaw,10,25,10,10,10,10,45,45,45,45,45,87,67,83,91,86,60,66,25,25,25,88,40,20,5,5,5,5,5
Steelers,Chris,Carter,LOLB,54,64,82,64,73,53,39,65,19,20,15,15,45,45,73,68,10,85,79,88,24,2,Fresno State,California,Fontana,30,29,10,10,10,10,45,45,45,45,45,59,84,73,74,72,54,57,20,15,10,60,45,15,5,5,5,5,5
Steelers,Adrian,Robinson,LOLB,57,60,79,76,75,51,44,64,19,20,15,15,45,45,69,82,10,95,83,82,23,1,Temple,Pennsylvania,Harrisburg,30,29,15,25,45,35,45,45,45,45,45,80,65,69,72,51,54,61,20,20,10,77,55,15,5,5,5,5,5
Steelers,Mike,Adams,LT,76,73,65,84,69,70,30,40,25,25,24,22,82,81,38,77,10,83,87,86,23,1,Ohio State,Ohio,Dublin,20,15,10,25,10,10,88,83,79,88,83,10,10,24,25,10,12,15,12,10,10,20,10,12,5,5,5,5,5
Steelers,Kelvin,Beachum,LT,68,66,53,77,64,69,42,30,12,12,12,17,84,74,45,78,10,95,81,71,24,1,SMU,Texas,Mexia,24,22,15,17,25,20,79,82,68,76,65,30,30,40,30,15,15,25,15,10,10,25,10,15,5,5,5,5,5
Steelers,Lawrence,Timmons,MLB,94,91,85,78,86,88,49,65,13,35,20,11,45,45,93,85,10,92,95,82,27,6,Florida State,South Carolina,Florence,10,45,20,29,35,56,45,45,45,45,45,88,94,85,95,85,66,74,40,25,20,88,61,15,5,5,5,5,5
Steelers,Larry,Foote,MLB,50,75,73,77,76,77,37,60,16,10,10,10,45,45,82,64,10,94,87,88,33,11,Michigan,Michigan,Detroit,45,35,30,10,35,40,45,45,45,45,45,79,67,79,84,78,62,68,20,15,15,85,54,20,5,5,5,5,5
Steelers,Stevenson,Sylvester,MLB,55,69,82,64,82,69,50,60,9,32,10,33,45,45,83,75,10,86,90,82,25,3,Utah,Nevada,Las Vegas,10,32,15,19,10,26,45,45,45,45,45,54,66,67,89,72,65,74,15,15,15,75,55,20,5,5,5,5,5
Steelers,Brian,Rolle,MLB,47,68,84,65,86,73,50,40,10,26,28,22,45,45,72,74,10,92,88,95,24,2,Ohio State,Florida,Immokalee,10,35,32,25,20,15,45,45,45,45,45,55,73,65,88,72,73,74,25,15,18,78,35,45,5,5,5,5,5
Steelers,Sean,Spence,MLB,51,66,79,59,88,59,49,45,20,25,37,30,45,45,74,84,10,76,87,88,23,1,Miami,Florida,Miami,25,11,28,40,24,40,45,45,45,45,45,55,73,60,85,82,73,76,25,15,15,81,55,35,5,5,5,5,5
Steelers,Kion,Wilson,MLB,48,65,74,69,72,68,45,50,33,20,21,25,45,45,85,84,10,90,92,90,26,3,USF,Florida,Jacksonville,25,41,35,55,55,45,45,45,45,45,45,70,55,81,87,55,40,55,30,30,10,66,65,25,5,5,5,5,5
Steelers,Vince,Williams,MLB,44,61,80,73,75,50,48,60,29,19,25,21,45,45,81,79,10,78,86,85,23,0,Florida State,Florida,Davenport,35,25,40,50,49,52,45,45,45,45,45,76,54,79,76,54,50,60,20,25,15,88,70,25,5,5,5,5,5
Steelers,Marshall,McFadden,MLB,40,58,77,75,74,57,44,40,34,40,20,19,45,45,73,77,12,87,78,82,27,2,S.C. State,South Carolina,Lamar,44,21,30,15,15,22,45,45,45,45,45,54,76,67,83,54,51,70,12,10,11,75,10,12,5,5,5,5,5
Steelers,Brian,Moorman,P,11,77,88,46,74,87,55,65,59,51,85,84,31,31,19,35,10,85,93,80,37,12,Pittsburg St.,Kansas,Sedgwick,10,28,10,10,10,10,31,31,31,31,31,10,10,19,15,28,10,15,12,10,10,12,10,12,54,52,29,15,48
Steelers,Drew,Butler,P,9,71,68,49,64,65,45,48,50,49,94,88,20,20,25,45,10,95,87,54,24,1,Georgia,Georgia,Duluth,15,18,15,10,10,10,23,23,23,24,24,10,10,26,18,31,21,29,12,10,10,12,10,12,44,36,28,10,18
Steelers,Ben,Roethlisberger,QB,7,92,70,85,68,91,52,63,94,87,48,38,12,15,47,74,10,92,95,97,31,9,Miami Univ.,Ohio,Findlay,65,57,75,78,55,65,12,12,12,15,15,10,10,45,52,19,12,13,15,15,15,12,10,15,91,86,74,84,94
Steelers,Bruce,Gradkowski,QB,5,73,70,49,72,74,35,60,78,82,12,12,11,14,21,66,0,91,90,74,30,7,Toledo,Pennsylvania,Pittsburgh,25,35,57,15,55,64,11,11,11,14,14,10,10,21,19,31,13,12,15,15,15,12,10,15,87,75,60,72,78
Steelers,Landry,Jones,QB,3,67,55,67,54,53,35,63,92,77,19,17,25,15,30,74,10,97,93,82,24,0,Oklahoma,New Mexico,Artesia,40,20,54,48,50,48,20,30,30,25,25,10,10,20,41,18,14,12,12,15,10,12,10,12,82,77,71,49,75
Steelers,John Parker,Wilson,QB,4,64,70,58,67,69,23,70,80,78,12,12,11,14,18,62,10,96,94,88,27,4,Alabama,Alabama,Hoover,21,45,66,25,66,67,11,11,11,14,14,10,10,18,21,25,13,26,12,10,10,12,10,12,84,56,47,67,75
Steelers,Brett,Keisel,RE,99,83,72,88,73,93,20,40,20,9,30,15,45,45,86,47,10,87,83,91,34,11,BYU,Utah,Provo,40,25,14,10,10,24,45,45,45,45,45,76,45,88,85,96,13,24,15,15,15,66,12,20,5,5,5,5,5
Steelers,Cameron,Heyward,RE,97,77,73,91,69,70,31,40,21,14,12,11,45,45,88,65,10,88,81,88,24,2,Ohio State,Pennsylvania,Pittsburgh,35,21,29,45,10,10,45,45,45,45,45,79,48,91,79,73,15,20,12,10,10,87,10,12,5,5,5,5,5
Steelers,Nicholas,Williams,RE,91,63,75,83,73,47,23,40,19,18,15,11,45,45,74,81,10,93,75,76,23,0,Samford,Alabama,Birmingham,24,10,10,10,10,10,45,45,45,45,45,83,57,74,77,45,23,35,12,10,10,76,10,12,5,5,5,5,5
Steelers,David,DeCastro,RG,66,79,66,94,68,67,25,40,33,26,33,36,88,76,39,80,10,92,90,94,23,1,Stanford,Washington,Bellevue,10,15,10,10,10,10,86,92,85,84,80,10,10,26,30,18,7,13,24,15,20,25,10,25,5,5,5,5,5
Steelers,Jason,Worilds,ROLB,93,78,80,76,75,71,40,40,34,40,20,19,45,45,77,76,12,77,80,90,25,3,Virginia Tech,New Jersey,Carteret,44,21,35,10,10,25,45,45,45,45,45,75,96,74,87,69,54,62,12,10,11,81,10,12,5,5,5,5,5
Steelers,Jarvis,Jones,ROLB,95,76,77,67,80,62,54,55,34,30,28,28,45,45,81,81,10,74,89,76,23,0,Georgia,Georgia,Richland,50,35,28,45,45,25,45,45,45,45,45,94,72,72,88,73,57,63,35,20,10,86,48,12,5,5,5,5,5
Steelers,Marcus,Gilbert,RT,77,78,59,93,66,69,25,29,5,9,11,10,76,89,39,42,10,94,85,72,25,2,Florida,Florida,Fort Lauderdale,10,22,10,10,10,10,86,83,71,91,85,10,10,33,30,21,15,31,15,15,15,30,10,15,5,5,5,5,5
Steelers,Guy,Whimper,RT,61,73,64,87,59,72,58,40,21,20,16,36,84,64,20,44,10,88,77,87,30,7,East Carolina,North Carolina,Havelock,10,18,10,10,10,10,72,85,86,70,73,10,10,20,23,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Steelers,Joe,Long,RT,79,59,45,75,53,49,49,45,30,30,25,25,72,78,35,77,10,90,82,75,24,1,Wayne State,Michigan,Lapeer,20,15,19,35,15,10,74,71,77,81,74,10,10,20,22,15,12,15,10,12,12,15,10,15,5,5,5,5,5
Steelers,Troy,Polamalu,SS,43,95,89,66,92,88,74,65,9,14,11,12,45,45,80,90,45,78,99,95,32,10,USC,Oregon,Roseburg,62,75,75,50,56,85,45,45,45,45,45,69,78,65,90,92,72,69,87,55,25,85,63,25,5,5,5,5,5
Steelers,Shamarko,Thomas,SS,29,72,91,55,91,46,54,65,30,35,19,17,45,45,70,92,50,85,90,84,22,0,Syracuse,Virginia,Virginia Beach,48,62,66,38,60,64,45,45,45,45,45,72,58,64,83,72,62,72,53,45,32,90,74,20,15,10,10,15,15
Steelers,Da'Mon,Cromartie-Smith,SS,42,65,88,66,85,48,65,59,18,25,15,20,45,45,66,91,40,87,82,78,26,3,UTEP,California,Riverside,52,77,70,45,72,82,45,45,45,45,45,45,64,58,77,45,65,75,66,45,20,73,70,15,5,5,5,5,5
Steelers,Heath,Miller,TE,83,88,75,77,73,92,90,72,52,47,14,12,67,54,42,75,10,87,94,88,30,8,Virginia,Virginia,Swords Creek,64,40,85,65,60,68,77,72,77,55,60,20,30,50,50,22,11,27,65,92,80,25,25,75,15,10,5,5,10
Steelers,Matt,Spaeth,TE,87,80,65,75,67,76,73,72,22,35,21,22,85,65,35,86,5,89,87,94,29,6,Minnesota,Minnesota,Albertville,68,32,66,59,55,64,75,79,87,45,55,20,20,25,40,15,12,14,68,82,74,15,10,65,15,10,5,5,10
Steelers,David,Paulson,TE,81,69,82,75,72,64,81,72,25,24,11,14,65,49,42,84,25,90,82,65,24,1,Oregon,Washington,Renton,58,52,74,53,67,76,73,50,55,48,52,44,54,58,61,32,24,34,86,74,39,55,25,55,51,45,44,38,65
Steelers,Jamie,McCoy,TE,82,66,76,69,74,44,69,66,25,22,15,15,73,54,46,78,10,88,78,75,26,3,Texas A&M,Texas,Midland,66,63,72,74,67,72,69,55,65,53,63,10,10,58,39,21,10,24,65,75,60,12,10,70,15,10,5,5,10
Steelers,Zack,Pianalto,TE,47,63,73,69,74,62,68,69,46,30,15,21,62,57,50,72,10,90,85,84,24,2,North Carolina,Arkansas,Springdale,66,42,53,65,60,62,75,66,61,63,59,20,30,42,45,22,11,27,59,69,48,25,25,75,15,10,5,5,10
Steelers,Antonio,Brown,WR,84,86,93,49,93,82,90,68,45,42,18,18,36,30,25,85,90,94,96,65,25,3,Central Michigan,Florida,Miami,37,96,87,41,85,93,11,21,20,15,16,10,10,40,24,29,16,19,86,85,87,15,15,76,25,20,15,20,15
Steelers,Emmanuel,Sanders,WR,88,76,94,40,94,76,83,47,35,35,30,30,59,26,25,92,55,82,89,74,25,3,SMU,Texas,Bellville,30,92,77,35,86,89,30,25,29,25,26,10,10,35,35,20,13,25,84,74,77,12,18,65,15,10,5,5,10
Steelers,Jerricho,Cotchery,WR,89,75,82,66,83,83,84,72,27,22,25,15,69,31,27,83,84,89,91,96,31,9,N.C. State,Alabama,Birmingham,67,55,80,50,80,79,72,63,53,45,45,10,10,40,49,28,10,17,72,89,72,15,15,76,15,10,5,5,10
Steelers,Plaxico,Burress,WR,80,74,85,72,81,81,78,55,33,18,18,15,64,39,35,93,50,83,82,90,36,11,Michigan St.,Virginia,Norfolk,74,55,75,79,82,78,70,69,73,45,55,10,10,45,20,16,23,25,88,82,68,15,15,88,15,10,5,5,10
Steelers,Markus,Wheaton,WR,10,70,93,55,91,57,79,70,35,31,14,15,44,33,29,90,64,93,92,76,22,0,Oregon State,Arizona,Chandler,41,74,81,37,84,88,35,37,32,34,31,10,10,35,34,25,10,20,83,71,67,12,10,68,35,30,20,15,15
